Rank,Program,Location,Specialty,SourceFile,city,state_id,lat,lng,population,density,geographic US location
21.0,Yale-New Haven Medical Center,"New Haven, CT",Obstetrics and Gynecology,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
2.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Orthopaedic Surgery,Yale_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
13.0,University of California (San Francisco),"San Francisco, CA",Orthopaedic Surgery,Yale_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
57.0,Yale-New Haven Medical Center,"New Haven, CT",Orthopaedic Surgery,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
10.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Otolaryngology,Yale_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
34.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Otolaryngology,Yale_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,Pacific West
36.0,University of Colorado,"Aurora, CO",Otolaryngology,Yale_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,Mountain West
58.0,Yale-New Haven Medical Center,"New Haven, CT",Otolaryngology,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
58.0,Yale-New Haven Medical Center,"New Haven, CT",Otolaryngology,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
61.0,Cedars-Sinai Medical Center,"Los Angeles, CA",Otolaryngology,Yale_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
2.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Pathology,Yale_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,Pacific West
16.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Pediatrics,Yale_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
12.0,Ohio State University Hospital,"Columbus, OH",Plastic Surgery,Yale_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,East North Central
15.0,Duke University Hospital,"Durham, NC",Plastic Surgery,Yale_match_list.csv,Durham,NC,35.9792,-78.9022,411362.0,953.9,South Atlantic
1.0,Mass General Brigham/Massachusetts General Hospital/McLean Hospital,"Boston, MA",Psychiatry,Yale_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
3.0,Yale-New Haven Medical Center,"New Haven, CT",Psychiatry,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
3.0,Yale-New Haven Medical Center,"New Haven, CT",Psychiatry,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
3.0,Yale-New Haven Medical Center,"New Haven, CT",Psychiatry,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
4.0,University of California (San Francisco),"San Francisco, CA",Psychiatry,Yale_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
5.0,NYU Grossman School of Medicine,"New York, NY",Psychiatry,Yale_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
8.0,Stanford Health Care-Sponsored Stanford University,"Palo Alto, CA",Psychiatry,Yale_match_list.csv,Palo Alto,CA,37.3905,-122.1468,67231.0,1079.3,Pacific West
11.0,Mass General Brigham/Brigham and Women's Hospital/Harvard Medical School,"Boston, MA",Psychiatry,Yale_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
14.0,University of Pennsylvania Health System,"Philadelphia, PA",Psychiatry,Yale_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
22.0,Vanderbilt University Medical Center,"Nashville, TN",Psychiatry,Yale_match_list.csv,Nashville,TN,36.1715,-86.7842,1178679.0,555.6,East South Central
22.0,Vanderbilt University Medical Center,"Nashville, TN",Psychiatry,Yale_match_list.csv,Nashville,TN,36.1715,-86.7842,1178679.0,555.6,East South Central
112.0,Tripler Army Medical Center,"Tripler Army Medical Center, HI",Psychiatry,Yale_match_list.csv,Tripler Army Medical Center,HI,,,,,Pacific West
3.0,Mass General Brigham/Brigham and Women's Hospital/Massachusetts General Hospital/Harvard Medical School,"Boston, MA",Radiation Oncology,Yale_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
10.0,University of California (San Francisco),"San Francisco, CA",Radiation Oncology,Yale_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
21.0,Yale-New Haven Medical Center,"New Haven, CT",Radiation Oncology,Yale_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
16.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Thoracic Surgery,Yale_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,Pacific West
12.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Anesthesiology,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
32.0,Ohio State University Hospital,"Columbus, OH",Anesthesiology,University of Minnesota_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,East North Central
33.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Anesthesiology,University of Minnesota_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,Pacific West
34.0,University of Iowa Hospitals and Clinics,"Iowa City, IA",Anesthesiology,University of Minnesota_match_list.csv,Iowa City,IA,41.6559,-91.5303,129897.0,1128.0,West North Central
64.0,Rush University Medical Center,"Chicago, IL",Anesthesiology,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
103.0,Cooper Medical School of Rowan University/Cooper University Hospital,"Camden, NJ",Anesthesiology,University of Minnesota_match_list.csv,Camden,NJ,39.9361,-75.1073,71471.0,3094.1,Middle Atlantic
172.0,University of Illinois College of Medicine at Peoria,"Peoria, IL",Anesthesiology,University of Minnesota_match_list.csv,Peoria,IL,40.752,-89.6154,262461.0,899.6,East North Central
172.0,University of Illinois College of Medicine at Peoria,"Peoria, IL",Anesthesiology,University of Minnesota_match_list.csv,Peoria,IL,40.752,-89.6154,262461.0,899.6,East North Central
2.0,University of California (San Francisco),"San Francisco, CA",Dermatology,University of Minnesota_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
9.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Dermatology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
42.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Dermatology,University of Minnesota_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
45.0,University of Wisconsin Hospitals and Clinics,"Madison, WI",Dermatology,University of Minnesota_match_list.csv,Madison,WI,43.0822,-89.393,460255.0,1280.5,East North Central
48.0,University of Minnesota,"Minneapolis, MN",Dermatology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
48.0,University of Minnesota,"Minneapolis, MN",Dermatology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
49.0,Indiana University School of Medicine,"Indianapolis, IN",Dermatology,University of Minnesota_match_list.csv,Indianapolis,IN,39.7771,-86.1458,1740984.0,943.3,East North Central
61.0,University of Colorado,"Aurora, CO",Dermatology,University of Minnesota_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,Mountain West
112.0,HealthPartners Institute,"Minneapolis, MN",Dermatology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
6.0,Johns Hopkins University,"Baltimore, MD",Diagnostic Radiology,University of Minnesota_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,South Atlantic
9.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
9.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
17.0,University of California (San Diego) Medical Center,"San Diego, CA",Diagnostic Radiology,University of Minnesota_match_list.csv,San Diego,CA,32.8313,-117.1222,3057778.0,1640.0,Pacific West
51.0,Medical College of Wisconsin Affiliated Hospitals,"Milwaukee, WI",Diagnostic Radiology,University of Minnesota_match_list.csv,Milwaukee,WI,43.0642,-87.9675,1290221.0,2287.4,East North Central
52.0,University of Miami/Jackson Health System,"Miami, FL",Diagnostic Radiology,University of Minnesota_match_list.csv,Miami,FL,25.784,-80.2101,6113982.0,4791.1,South Atlantic
81.0,University of Vermont Medical Center,"Burlington, VT",Diagnostic Radiology,University of Minnesota_match_list.csv,Burlington,VT,44.4876,-73.2316,118409.0,1673.2,New England
88.0,Loyola University Medical Center,"Maywood, IL",Diagnostic Radiology,University of Minnesota_match_list.csv,Maywood,IL,41.8798,-87.8442,23173.0,3292.5,East North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
99.0,University of California (Irvine),"Orange, CA",Diagnostic Radiology,University of Minnesota_match_list.csv,Orange,CA,33.8038,-117.8218,138723.0,2086.8,Pacific West
8.0,Cook County Health and Hospitals System,"Chicago, IL",Emergency Medicine,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
9.0,Hennepin Healthcare,"Minneapolis, MN",Emergency Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
9.0,Hennepin Healthcare,"Minneapolis, MN",Emergency Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
9.0,Hennepin Healthcare,"Minneapolis, MN",Emergency Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
19.0,Henry Ford Health/Henry Ford Hospital,"Detroit, MI",Emergency Medicine,University of Minnesota_match_list.csv,Detroit,MI,42.3834,-83.1024,3716929.0,1771.8,East North Central
30.0,Boston University Medical Center,"Boston, MA",Emergency Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
31.0,Temple University Hospital,"Philadelphia, PA",Emergency Medicine,University of Minnesota_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
32.0,University of Chicago,"Chicago, IL",Emergency Medicine,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
38.0,Detroit Medical Center/Wayne State University (Detroit Receiving Hospital),"Detroit, MI",Emergency Medicine,University of Minnesota_match_list.csv,Detroit,MI,42.3834,-83.1024,3716929.0,1771.8,East North Central
41.0,Beth Israel Deaconess Medical Center/Harvard Medical School,"Boston, MA",Emergency Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
53.0,Zucker School of Medicine at Hofstra/Northwell,"Manhasset, NY",Emergency Medicine,University of Minnesota_match_list.csv,Manhasset,NY,40.7884,-73.6943,7730.0,1251.4,Middle Atlantic
66.0,University of Miami/Jackson Health System,"Miami, FL",Emergency Medicine,University of Minnesota_match_list.csv,Miami,FL,25.784,-80.2101,6113982.0,4791.1,South Atlantic
83.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Emergency Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
88.0,Maine Medical Center,"Portland, ME",Emergency Medicine,University of Minnesota_match_list.csv,Portland,ME,43.6773,-70.2715,213660.0,1228.0,New England
106.0,Albany Medical Center,"Albany, NY",Emergency Medicine,University of Minnesota_match_list.csv,Albany,NY,42.6664,-73.7987,602242.0,1805.4,Middle Atlantic
158.0,SUNY Upstate Medical University,"Syracuse, NY",Emergency Medicine,University of Minnesota_match_list.csv,Syracuse,NY,43.0407,-76.1437,407625.0,2252.8,Middle Atlantic
243.0,University of Tennessee College of Medicine at Murfreesboro,"Murfreesboro, TN",Emergency Medicine,University of Minnesota_match_list.csv,Murfreesboro,TN,35.849,-86.4121,187601.0,946.4,East South Central
243.0,University of Tennessee College of Medicine at Murfreesboro,"Murfreesboro, TN",Emergency Medicine,University of Minnesota_match_list.csv,Murfreesboro,TN,35.849,-86.4121,187601.0,946.4,East South Central
1.0,John Peter Smith Hospital (Tarrant County Hospital District),"Fort Worth, TX",Family Medicine,University of Minnesota_match_list.csv,Fort Worth,TX,32.7817,-97.3474,941311.0,1037.6,West South Central
9.0,Mayo Clinic College of Medicine and Science (La Crosse),"La Crosse, WI",Family Medicine,University of Minnesota_match_list.csv,La Crosse,WI,43.8241,-91.2268,93163.0,921.0,East North Central
20.0,North Colorado Medical Center,"Greeley, CO",Family Medicine,University of Minnesota_match_list.csv,Greeley,CO,40.4152,-104.7706,143554.0,854.6,Mountain West
20.0,North Colorado Medical Center,"Greeley, CO",Family Medicine,University of Minnesota_match_list.csv,Greeley,CO,40.4152,-104.7706,143554.0,854.6,Mountain West
21.0,University of Colorado (University Hospital),"Denver, CO",Family Medicine,University of Minnesota_match_list.csv,Denver,CO,39.762,-104.8758,2691349.0,1800.3,Mountain West
35.0,University of Rochester/Highland Hospital of Rochester,"Rochester, NY",Family Medicine,University of Minnesota_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,Middle Atlantic
42.0,University of Minnesota (Duluth),"Duluth, MN",Family Medicine,University of Minnesota_match_list.csv,Duluth,MN,46.7756,-92.1393,120443.0,468.0,West North Central
42.0,University of Minnesota (Duluth),"Duluth, MN",Family Medicine,University of Minnesota_match_list.csv,Duluth,MN,46.7756,-92.1393,120443.0,468.0,West North Central
42.0,University of Minnesota (Duluth),"Duluth, MN",Family Medicine,University of Minnesota_match_list.csv,Duluth,MN,46.7756,-92.1393,120443.0,468.0,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
83.0,The University of Montana,"Missoula, MT",Family Medicine,University of Minnesota_match_list.csv,Missoula,MT,46.8751,-114.0214,92942.0,838.4,Mountain West
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
157.0,Poudre Valley Hospital/Fort Collins Family Medicine,"Fort Collins, CO",Family Medicine,University of Minnesota_match_list.csv,Fort Collins,CO,40.5477,-105.0656,339256.0,1144.8,Mountain West
168.0,University of California (Irvine),"Orange, CA",Family Medicine,University of Minnesota_match_list.csv,Orange,CA,33.8038,-117.8218,138723.0,2086.8,Pacific West
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
193.0,Saint Joseph Hospital,"Denver, CO",Family Medicine,University of Minnesota_match_list.csv,Denver,CO,39.762,-104.8758,2691349.0,1800.3,Mountain West
201.0,University of Minnesota/CentraCare St. Cloud,"Saint Cloud, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Cloud,MN,,,,,West North Central
201.0,University of Minnesota/CentraCare St. Cloud,"Saint Cloud, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Cloud,MN,,,,,West North Central
381.0,University of Wyoming (Cheyenne),"Cheyenne, WY",Family Medicine,University of Minnesota_match_list.csv,Cheyenne,WY,41.135,-104.7902,81378.0,690.4,Mountain West
406.0,University of Minnesota/Woodwinds Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,West North Central
427.0,Keck School of Medicine of USC,"Los Angeles, CA",Family Medicine,University of Minnesota_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
461.0,Altru Health System (Grand Forks),"Grand Forks, ND",Family Medicine,University of Minnesota_match_list.csv,Grand Forks,ND,47.9214,-97.0884,68853.0,782.6,West North Central
501.0,MyMichigan Medical Center Midland,"Midland, MI",Family Medicine,University of Minnesota_match_list.csv,Midland,MI,43.6241,-84.2319,42461.0,475.4,East North Central
553.0,Corewell Health Lakeland,"Saint Joseph, MI",Family Medicine,University of Minnesota_match_list.csv,Saint Joseph,MI,,,,,East North Central
653.0,HCA Healthcare/Tufts University School of Medicine: Portsmouth Regional Hospital,"Portsmouth, NH",Family Medicine,University of Minnesota_match_list.csv,Portsmouth,NH,43.058,-70.7826,94815.0,550.6,New England
214.0,Ascension St John Hospital,"Grosse Pointe, MI",General Surgery,University of Minnesota_match_list.csv,Grosse Pointe,MI,42.3915,-82.9118,5561.0,2021.8,East North Central
1.0,Mass General Brigham/Massachusetts General Hospital,"Boston, MA",Internal Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
2.0,Johns Hopkins University,"Baltimore, MD",Internal Medicine,University of Minnesota_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,South Atlantic
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
6.0,Duke University Hospital,"Durham, NC",Internal Medicine,University of Minnesota_match_list.csv,Durham,NC,35.9792,-78.9022,411362.0,953.9,South Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,University of Minnesota_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,University of Minnesota_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
10.0,University of Texas Southwestern Medical Center,"Dallas, TX",Internal Medicine,University of Minnesota_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,West South Central
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Internal Medicine,University of Minnesota_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Internal Medicine,University of Minnesota_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
12.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Internal Medicine,University of Minnesota_match_list.csv,Saint Louis,MO,,,,,West North Central
19.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Internal Medicine,University of Minnesota_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,Pacific West
20.0,Beth Israel Deaconess Medical Center,"Boston, MA",Internal Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
21.0,University of Chicago,"Chicago, IL",Internal Medicine,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
22.0,Cleveland Clinic Foundation,"Cleveland, OH",Internal Medicine,University of Minnesota_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
24.0,Yale-New Haven Medical Center,"New Haven, CT",Internal Medicine,University of Minnesota_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
27.0,Baylor College of Medicine,"Houston, TX",Internal Medicine,University of Minnesota_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,West South Central
29.0,Mayo Clinic College of Medicine and Science (Jacksonville),"Jacksonville, FL",Internal Medicine,University of Minnesota_match_list.csv,Jacksonville,FL,30.3322,-81.6749,1303156.0,496.9,South Atlantic
32.0,University of Colorado,"Aurora, CO",Internal Medicine,University of Minnesota_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,Mountain West
32.0,University of Colorado,"Aurora, CO",Internal Medicine,University of Minnesota_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,Mountain West
42.0,University of Iowa Hospitals and Clinics,"Iowa City, IA",Internal Medicine,University of Minnesota_match_list.csv,Iowa City,IA,41.6559,-91.5303,129897.0,1128.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,West North Central
84.0,George Washington University,"Washington, DC",Internal Medicine,University of Minnesota_match_list.csv,Washington,DC,38.9047,-77.0163,5146120.0,4245.2,South Atlantic
