Rank,Program,Location,Specialty,SourceFile,city,state_id,lat,lng,population,density,Year,School,geographic US location
130.0,Loma Linda University Health Education Consortium,"Loma Linda, CA",Internal Medicine,UCDavis_match_list.csv,Loma Linda,CA,34.045,-117.2498,25021.0,1105.6,,UCDavis,Pacific West
195.0,California Pacific Medical Center,"San Francisco, CA",Internal Medicine,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
290.0,Legacy Health/Emanuel Medical Center,"Portland, OR",Internal Medicine,UCDavis_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,,UCDavis,Pacific West
358.0,Alameda Health System-Highland Hospital,"Oakland, CA",Internal Medicine,UCDavis_match_list.csv,Oakland,CA,37.7904,-122.2166,438072.0,3022.3,,UCDavis,Pacific West
468.0,St Mary's Hospital and Medical Center,"San Francisco, CA",Internal Medicine,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
,Loma Linda Univ Med Ctr-Murrieta-CA,"Murrieta, CA",Internal Medicine,UCDavis_match_list.csv,Murrieta,CA,33.5719,-117.1909,111621.0,1285.1,,UCDavis,Pacific West
,UC Davis Med Ctr-CA,"Sacramento, CA",,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
,U Texas Southwestern Med Sch-Dallas,"Dallas, TX",,UCDavis_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,UCDavis,West South Central
,U Texas Southwestern Med Sch-Dallas,"Dallas, TX",,UCDavis_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,UCDavis,West South Central
23.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Interventional Radiology,UCDavis_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,,UCDavis,Pacific West
,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Medicine/Pediatrics,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Medicine/Pediatrics,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
93.0,University of California Davis Health,"Sacramento, CA",Neurological Surgery,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
93.0,University of California Davis Health,"Sacramento, CA",Neurological Surgery,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
93.0,University of California Davis Health,"Sacramento, CA",Neurological Surgery,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
1.0,University of California (San Francisco),"San Francisco, CA",Neurology,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
3.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Neurology,UCDavis_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,UCDavis,West North Central
2.0,Mass General Brigham/Brigham and Women's Hospital/Massachusetts General Hospital,"Boston, MA",Obstetrics and Gynecology,UCDavis_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,UCDavis,New England
36.0,University of California (Irvine),"Orange, CA",Obstetrics and Gynecology,UCDavis_match_list.csv,Orange,CA,33.8038,-117.8218,138723.0,2086.8,,UCDavis,Pacific West
36.0,University of California (Irvine),"Orange, CA",Obstetrics and Gynecology,UCDavis_match_list.csv,Orange,CA,33.8038,-117.8218,138723.0,2086.8,,UCDavis,Pacific West
39.0,University of California Davis Health,"Sacramento, CA",Obstetrics and Gynecology,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
39.0,University of California Davis Health,"Sacramento, CA",Obstetrics and Gynecology,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
143.0,Los Angeles County-Harbor-UCLA Medical Center,"Torrance, CA",Obstetrics and Gynecology,UCDavis_match_list.csv,Torrance,CA,33.8346,-118.3416,143499.0,2700.6,,UCDavis,Pacific West
176.0,Santa Clara Valley Medical Center,"San Jose, CA",Obstetrics and Gynecology,UCDavis_match_list.csv,San Jose,CA,37.3012,-121.848,1771563.0,2148.3,,UCDavis,Pacific West
50.0,Univ of Chicago Med Ctr-IL,"Chicago, IL",Ophthalmology,UCDavis_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,UCDavis,East North Central
13.0,University of California (San Francisco),"San Francisco, CA",Orthopaedic Surgery,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
13.0,University of California (San Francisco),"San Francisco, CA",Orthopaedic Surgery,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
23.0,University of Southern California/Los Angeles General Medical Center (USC/LA General),"Los Angeles, CA",Orthopaedic Surgery,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
23.0,University of Southern California/Los Angeles General Medical Center (USC/LA General),"Los Angeles, CA",Orthopaedic Surgery,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
23.0,University of Southern California/Los Angeles General Medical Center (USC/LA General),"Los Angeles, CA",Orthopaedic Surgery,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
26.0,University of California Davis Health,"Sacramento, CA",Orthopaedic Surgery,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
56.0,Loyola University Medical Center,"Maywood, IL",Orthopaedic Surgery,UCDavis_match_list.csv,Maywood,IL,41.8798,-87.8442,23173.0,3292.5,,UCDavis,East North Central
56.0,Loyola University Medical Center,"Maywood, IL",Orthopaedic Surgery,UCDavis_match_list.csv,Maywood,IL,41.8798,-87.8442,23173.0,3292.5,,UCDavis,East North Central
167.0,St Mary's Hospital and Medical Center,"San Francisco, CA",Orthopaedic Surgery,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
14.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Otolaryngology,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
28.0,University of California Davis Health,"Sacramento, CA",Otolaryngology,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
28.0,University of California Davis Health,"Sacramento, CA",Otolaryngology,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
32.0,University of Vermont Medical Center,"Burlington, VT",Pathology,UCDavis_match_list.csv,Burlington,VT,44.4876,-73.2316,118409.0,1673.2,,UCDavis,New England
7.0,Stanford Health Care-Sponsored Stanford University,"Palo Alto, CA",Pediatrics,UCDavis_match_list.csv,Palo Alto,CA,37.3905,-122.1468,67231.0,1079.3,,UCDavis,Pacific West
10.0,Children's Hospital Los Angeles,"Los Angeles, CA",Pediatrics,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
12.0,University of California (San Francisco),"San Francisco, CA",Pediatrics,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
12.0,University of California (San Francisco),"San Francisco, CA",Pediatrics,UCDavis_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,UCDavis,Pacific West
27.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Pediatrics,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
27.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Pediatrics,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
27.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Pediatrics,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
165.0,Cedars-Sinai Medical Center,"Los Angeles, CA",Pediatrics,UCDavis_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,UCDavis,Pacific West
14.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Plastic Surgery,UCDavis_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,UCDavis,West North Central
47.0,University of California (Irvine),"Orange, CA",PM&R,UCDavis_match_list.csv,Orange,CA,33.8038,-117.8218,138723.0,2086.8,,UCDavis,Pacific West
35.0,University of California Davis Health,"Sacramento, CA",Psychiatry,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
35.0,University of California Davis Health,"Sacramento, CA",Psychiatry,UCDavis_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,UCDavis,Pacific West
51.0,University of Virginia Medical Center,"Charlottesville, VA",Psychiatry,UCDavis_match_list.csv,Charlottesville,VA,38.0375,-78.4855,102802.0,1728.4,,UCDavis,South Atlantic
77.0,University of New Mexico School of Medicine,"Albuquerque, NM",Psychiatry,UCDavis_match_list.csv,Albuquerque,NM,35.1054,-106.6465,767499.0,1159.7,,UCDavis,Mountain West
158.0,University of Hawaii,"Honolulu, HI",Psychiatry,UCDavis_match_list.csv,Honolulu,HI,21.3294,-157.846,346323.0,2205.7,,UCDavis,Pacific West
192.0,Kaweah Delta Health Care District (KDHCD),"Visalia, CA",Psychiatry,UCDavis_match_list.csv,Visalia,CA,36.3276,-119.3269,166273.0,1442.9,,UCDavis,Pacific West
230.0,University of California Riverside School of Medicine,"March Air Reserve Base, CA",Psychiatry,UCDavis_match_list.csv,March Air Reserve Base,CA,,,,,,UCDavis,Pacific West
230.0,University of California Riverside School of Medicine,"March Air Reserve Base, CA",Psychiatry,UCDavis_match_list.csv,March Air Reserve Base,CA,,,,,,UCDavis,Pacific West
297.0,"Healthy Rural California, Inc.","Chico, CA",Psychiatry,UCDavis_match_list.csv,Chico,CA,39.7578,-121.8161,109411.0,1141.2,,UCDavis,Pacific West
,Kaweah Delta Health Care District-CA,"Visalia, CA",,UCDavis_match_list.csv,Visalia,CA,36.3276,-119.3269,166273.0,1442.9,,UCDavis,Pacific West
12.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Anesthesiology,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,University of Minnesota,East North Central
32.0,Ohio State University Hospital,"Columbus, OH",Anesthesiology,University of Minnesota_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,,University of Minnesota,East North Central
33.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Anesthesiology,University of Minnesota_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,,University of Minnesota,Pacific West
34.0,University of Iowa Hospitals and Clinics,"Iowa City, IA",Anesthesiology,University of Minnesota_match_list.csv,Iowa City,IA,41.6559,-91.5303,129897.0,1128.0,,University of Minnesota,West North Central
64.0,Rush University Medical Center,"Chicago, IL",Anesthesiology,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,University of Minnesota,East North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
85.0,University of Minnesota,"Minneapolis, MN",Anesthesiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
103.0,Cooper Medical School of Rowan University/Cooper University Hospital,"Camden, NJ",Anesthesiology,University of Minnesota_match_list.csv,Camden,NJ,39.9361,-75.1073,71471.0,3094.1,,University of Minnesota,Middle Atlantic
172.0,University of Illinois College of Medicine at Peoria,"Peoria, IL",Anesthesiology,University of Minnesota_match_list.csv,Peoria,IL,40.752,-89.6154,262461.0,899.6,,University of Minnesota,East North Central
172.0,University of Illinois College of Medicine at Peoria,"Peoria, IL",Anesthesiology,University of Minnesota_match_list.csv,Peoria,IL,40.752,-89.6154,262461.0,899.6,,University of Minnesota,East North Central
2.0,University of California (San Francisco),"San Francisco, CA",Dermatology,University of Minnesota_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,University of Minnesota,Pacific West
9.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Dermatology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
42.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Dermatology,University of Minnesota_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,University of Minnesota,East North Central
45.0,University of Wisconsin Hospitals and Clinics,"Madison, WI",Dermatology,University of Minnesota_match_list.csv,Madison,WI,43.0822,-89.393,460255.0,1280.5,,University of Minnesota,East North Central
48.0,University of Minnesota,"Minneapolis, MN",Dermatology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
48.0,University of Minnesota,"Minneapolis, MN",Dermatology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
49.0,Indiana University School of Medicine,"Indianapolis, IN",Dermatology,University of Minnesota_match_list.csv,Indianapolis,IN,39.7771,-86.1458,1740984.0,943.3,,University of Minnesota,East North Central
61.0,University of Colorado,"Aurora, CO",Dermatology,University of Minnesota_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,,University of Minnesota,Mountain West
112.0,HealthPartners Institute,"Minneapolis, MN",Dermatology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
6.0,Johns Hopkins University,"Baltimore, MD",Diagnostic Radiology,University of Minnesota_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,University of Minnesota,South Atlantic
9.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
9.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
17.0,University of California (San Diego) Medical Center,"San Diego, CA",Diagnostic Radiology,University of Minnesota_match_list.csv,San Diego,CA,32.8313,-117.1222,3057778.0,1640.0,,University of Minnesota,Pacific West
51.0,Medical College of Wisconsin Affiliated Hospitals,"Milwaukee, WI",Diagnostic Radiology,University of Minnesota_match_list.csv,Milwaukee,WI,43.0642,-87.9675,1290221.0,2287.4,,University of Minnesota,East North Central
52.0,University of Miami/Jackson Health System,"Miami, FL",Diagnostic Radiology,University of Minnesota_match_list.csv,Miami,FL,25.784,-80.2101,6113982.0,4791.1,,University of Minnesota,South Atlantic
81.0,University of Vermont Medical Center,"Burlington, VT",Diagnostic Radiology,University of Minnesota_match_list.csv,Burlington,VT,44.4876,-73.2316,118409.0,1673.2,,University of Minnesota,New England
88.0,Loyola University Medical Center,"Maywood, IL",Diagnostic Radiology,University of Minnesota_match_list.csv,Maywood,IL,41.8798,-87.8442,23173.0,3292.5,,University of Minnesota,East North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
94.0,University of Minnesota,"Minneapolis, MN",Diagnostic Radiology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
99.0,University of California (Irvine),"Orange, CA",Diagnostic Radiology,University of Minnesota_match_list.csv,Orange,CA,33.8038,-117.8218,138723.0,2086.8,,University of Minnesota,Pacific West
8.0,Cook County Health and Hospitals System,"Chicago, IL",Emergency Medicine,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,University of Minnesota,East North Central
9.0,Hennepin Healthcare,"Minneapolis, MN",Emergency Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
9.0,Hennepin Healthcare,"Minneapolis, MN",Emergency Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
9.0,Hennepin Healthcare,"Minneapolis, MN",Emergency Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
19.0,Henry Ford Health/Henry Ford Hospital,"Detroit, MI",Emergency Medicine,University of Minnesota_match_list.csv,Detroit,MI,42.3834,-83.1024,3716929.0,1771.8,,University of Minnesota,East North Central
30.0,Boston University Medical Center,"Boston, MA",Emergency Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,University of Minnesota,New England
31.0,Temple University Hospital,"Philadelphia, PA",Emergency Medicine,University of Minnesota_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,University of Minnesota,Middle Atlantic
32.0,University of Chicago,"Chicago, IL",Emergency Medicine,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,University of Minnesota,East North Central
38.0,Detroit Medical Center/Wayne State University (Detroit Receiving Hospital),"Detroit, MI",Emergency Medicine,University of Minnesota_match_list.csv,Detroit,MI,42.3834,-83.1024,3716929.0,1771.8,,University of Minnesota,East North Central
41.0,Beth Israel Deaconess Medical Center/Harvard Medical School,"Boston, MA",Emergency Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,University of Minnesota,New England
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
45.0,HealthPartners Institute/Regions Hospital,"Saint Paul, MN",Emergency Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
53.0,Zucker School of Medicine at Hofstra/Northwell,"Manhasset, NY",Emergency Medicine,University of Minnesota_match_list.csv,Manhasset,NY,40.7884,-73.6943,7730.0,1251.4,,University of Minnesota,Middle Atlantic
66.0,University of Miami/Jackson Health System,"Miami, FL",Emergency Medicine,University of Minnesota_match_list.csv,Miami,FL,25.784,-80.2101,6113982.0,4791.1,,University of Minnesota,South Atlantic
83.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Emergency Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
88.0,Maine Medical Center,"Portland, ME",Emergency Medicine,University of Minnesota_match_list.csv,Portland,ME,43.6773,-70.2715,213660.0,1228.0,,University of Minnesota,New England
106.0,Albany Medical Center,"Albany, NY",Emergency Medicine,University of Minnesota_match_list.csv,Albany,NY,42.6664,-73.7987,602242.0,1805.4,,University of Minnesota,Middle Atlantic
158.0,SUNY Upstate Medical University,"Syracuse, NY",Emergency Medicine,University of Minnesota_match_list.csv,Syracuse,NY,43.0407,-76.1437,407625.0,2252.8,,University of Minnesota,Middle Atlantic
243.0,University of Tennessee College of Medicine at Murfreesboro,"Murfreesboro, TN",Emergency Medicine,University of Minnesota_match_list.csv,Murfreesboro,TN,35.849,-86.4121,187601.0,946.4,,University of Minnesota,East South Central
243.0,University of Tennessee College of Medicine at Murfreesboro,"Murfreesboro, TN",Emergency Medicine,University of Minnesota_match_list.csv,Murfreesboro,TN,35.849,-86.4121,187601.0,946.4,,University of Minnesota,East South Central
1.0,John Peter Smith Hospital (Tarrant County Hospital District),"Fort Worth, TX",Family Medicine,University of Minnesota_match_list.csv,Fort Worth,TX,32.7817,-97.3474,941311.0,1037.6,,University of Minnesota,West South Central
9.0,Mayo Clinic College of Medicine and Science (La Crosse),"La Crosse, WI",Family Medicine,University of Minnesota_match_list.csv,La Crosse,WI,43.8241,-91.2268,93163.0,921.0,,University of Minnesota,East North Central
20.0,North Colorado Medical Center,"Greeley, CO",Family Medicine,University of Minnesota_match_list.csv,Greeley,CO,40.4152,-104.7706,143554.0,854.6,,University of Minnesota,Mountain West
20.0,North Colorado Medical Center,"Greeley, CO",Family Medicine,University of Minnesota_match_list.csv,Greeley,CO,40.4152,-104.7706,143554.0,854.6,,University of Minnesota,Mountain West
21.0,University of Colorado (University Hospital),"Denver, CO",Family Medicine,University of Minnesota_match_list.csv,Denver,CO,39.762,-104.8758,2691349.0,1800.3,,University of Minnesota,Mountain West
35.0,University of Rochester/Highland Hospital of Rochester,"Rochester, NY",Family Medicine,University of Minnesota_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,,University of Minnesota,Middle Atlantic
42.0,University of Minnesota (Duluth),"Duluth, MN",Family Medicine,University of Minnesota_match_list.csv,Duluth,MN,46.7756,-92.1393,120443.0,468.0,,University of Minnesota,West North Central
42.0,University of Minnesota (Duluth),"Duluth, MN",Family Medicine,University of Minnesota_match_list.csv,Duluth,MN,46.7756,-92.1393,120443.0,468.0,,University of Minnesota,West North Central
42.0,University of Minnesota (Duluth),"Duluth, MN",Family Medicine,University of Minnesota_match_list.csv,Duluth,MN,46.7756,-92.1393,120443.0,468.0,,University of Minnesota,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
64.0,University of Minnesota/North Memorial Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
83.0,The University of Montana,"Missoula, MT",Family Medicine,University of Minnesota_match_list.csv,Missoula,MT,46.8751,-114.0214,92942.0,838.4,,University of Minnesota,Mountain West
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
119.0,University of Minnesota/Methodist Hospital,"Minneapolis, MN",Family Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
151.0,University of Minnesota/St John's Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
157.0,Poudre Valley Hospital/Fort Collins Family Medicine,"Fort Collins, CO",Family Medicine,University of Minnesota_match_list.csv,Fort Collins,CO,40.5477,-105.0656,339256.0,1144.8,,University of Minnesota,Mountain West
168.0,University of California (Irvine),"Orange, CA",Family Medicine,University of Minnesota_match_list.csv,Orange,CA,33.8038,-117.8218,138723.0,2086.8,,University of Minnesota,Pacific West
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
